Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,cleaned_text,extracted_hashtags
235,239," Seeking serenity in the melody of raindrops, a tranquil escape from the noise of everyday life. ",serenity,2020-04-12 19:30:00, RaindropHarmony   , Twitter  , #Serenity #RaindropMelody                ,25.0,50.0, Canada        ,2020,4,12,19,seeking serenity in the melody of raindrops a tranquil escape from the noise of everyday life,
236,240," Curiosity driving the exploration of the unknown, a seeker of knowledge in uncharted territories. ",curiosity,2022-05-08 08:45:00, SeekerOfUnknowns  , Instagram , #Curiosity #SeekerOfKnowledge            ,22.0,45.0, UK            ,2022,5,8,8,curiosity driving the exploration of the unknown a seeker of knowledge in uncharted territories,
237,241," Drifting through the day with an air of nonchalance, indifferent to the trivialities of life. ",indifference,2023-02-22 17:00:00, NonchalantWanderer, Facebook , #Indifference #DriftingThroughLife       ,9.0,18.0, India         ,2023,2,22,17,drifting through the day with an air of nonchalance indifferent to the trivialities of life,
238,242," Lost in the labyrinth of thoughts, confusion casting shadows on the quest for clarity. ",confusion,2020-06-05 12:15:00, ShadowedSeeker    , Twitter  , #Confusion #LabyrinthOfThoughts          ,14.0,28.0, Australia    ,2020,6,5,12,lost in the labyrinth of thoughts confusion casting shadows on the quest for clarity,
239,243," Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence. ",numbness,2021-11-30 15:30:00, TurbulentShield   , Instagram , #Numbness #EmotionalStorms               ,10.0,20.0, Canada        ,2021,11,30,15,wrapped in the cloak of emotional numbness a shield against the storms of life s turbulence,
240,244," Melancholy as a companion, painting the canvas of life with the brushstrokes of wistful yearning. ",melancholy,2019-02-25 21:00:00, WistfulPainter    , Facebook , #Melancholy #WistfulYearning             ,13.0,26.0, UK            ,2019,2,25,21,melancholy as a companion painting the canvas of life with the brushstrokes of wistful yearning,
241,245," Leafing through the pages of an old photo album, nostalgia weaving tales of laughter and tears. ",nostalgia,2017-05-18 14:45:00, TaleWeaver        , Twitter  , #Nostalgia #PhotoAlbumStories            ,12.0,25.0, USA          ,2017,5,18,14,leafing through the pages of an old photo album nostalgia weaving tales of laughter and tears,
242,246," Ambivalence in the air, caught between the crossroads of conflicting emotions and decisions. ",ambivalence,2022-08-05 11:30:00, CrossroadsExplorer, Instagram , #Ambivalence #CrossroadsConfusion        ,15.0,30.0, Canada        ,2022,8,5,11,ambivalence in the air caught between the crossroads of conflicting emotions and decisions,
243,247," Embracing the beauty in imperfections, finding acceptance in the mosaic of life's unpredictable art. ",acceptance,2023-06-15 16:20:00, MosaicArtist      , Facebook , #Acceptance #UnpredictableArt            ,18.0,36.0, Australia    ,2023,6,15,16,embracing the beauty in imperfections finding acceptance in the mosaic of life s unpredictable art,
244,248," Determination ablaze, forging a path through challenges, sculpting dreams into tangible realities. ",determination,2021-10-10 14:45:00, DreamSculptor     , Twitter  , #Determination #SculptingDreams          ,20.0,40.0, UK            ,2021,10,10,14,determination ablaze forging a path through challenges sculpting dreams into tangible realities,
245,249," Immerse in the serenity of a moonlit night, where the quiet whispers of nature bring peace to the soul. ",serenity,2020-05-12 19:30:00, MoonlitSoul       , Instagram , #Serenity #MoonlitPeace                  ,25.0,50.0, USA          ,2020,5,12,19,immerse in the serenity of a moonlit night where the quiet whispers of nature bring peace to the soul,
246,250," Fueled by curiosity, venturing into uncharted realms, a fearless explorer of the mysteries of the world. ",curiosity,2022-12-01 09:15:00, FearlessExplorer  , Facebook , #Curiosity #FearlessExplorer              ,22.0,44.0, India         ,2022,12,1,9,fueled by curiosity venturing into uncharted realms a fearless explorer of the mysteries of the world,
247,251,"Wrapped in the cloak of emotional numbness, a shield against the storms of life's turbulence. ",numbness,2021-11-30 15:30:00, TurbulentShield , Instagram , #Numbness #EmotionalStorms ,10.0,20.0, Canada ,2021,11,30,15,wrapped in the cloak of emotional numbness a shield against the storms of life s turbulence,
248,252," Dancing through life with the exuberance of a carefree spirit, embracing joy and zest at every turn. ",zest,2018-07-12 17:45:00, JoyfulDancer , Twitter , #Zest #CarefreeSpirit ,15.0,30.0, USA ,2018,7,12,17,dancing through life with the exuberance of a carefree spirit embracing joy and zest at every turn,
249,253," Basking in the golden glow of contentment, a serene river flowing through the landscape of the heart. ",contentment,2020-09-05 20:10:00, SereneBasker , Facebook , #Contentment #GoldenGlow ,18.0,36.0, Australia ,2020,9,5,20,basking in the golden glow of contentment a serene river flowing through the landscape of the heart,
250,254," Gazing towards the horizon with hopeful eyes, painting a canvas of dreams illuminated by the sun of optimism. ",hopeful,2022-04-18 08:00:00, DreamPainter , Instagram , #Hopeful #CanvasOfDreams ,12.0,24.0, India ,2022,4,18,8,gazing towards the horizon with hopeful eyes painting a canvas of dreams illuminated by the sun of optimism,
251,255," Standing tall, proud as an oak, the branches of achievement reaching towards the sky of accomplishment. ",proud,2019-12-10 12:20:00, OakAchiever , Twitter , #Proud #BranchesOfAchievement ,25.0,50.0, Canada ,2019,12,10,12,standing tall proud as an oak the branches of achievement reaching towards the sky of accomplishment,
252,256," A heart overflowing with gratitude, a garden where appreciation blooms in the soil of kindness and connection. ",grateful,2023-02-28 09:45:00, HeartGardener , Facebook , #Grateful #BlossomingConnection ,20.0,40.0, USA ,2023,2,28,9,a heart overflowing with gratitude a garden where appreciation blooms in the soil of kindness and connection,
253,257," Extending a hand, empathetic threads weaving a tapestry of understanding, embracing the joys and sorrows of others. ",empathetic,2018-04-03 14:15:00, ThreadWeaver , Instagram , #Empathetic #TapestryOfUnderstanding ,15.0,30.0, UK ,2018,4,3,14,extending a hand empathetic threads weaving a tapestry of understanding embracing the joys and sorrows of others,
254,258," Compassionate clouds, heavy with care, showering empathy on the parched grounds of human suffering. ",compassionate,2022-06-20 10:30:00, CloudCaretaker , Twitter , #Compassionate #ShowerOfEmpathy ,18.0,36.0, Australia ,2022,6,20,10,compassionate clouds heavy with care showering empathy on the parched grounds of human suffering,
255,259," Playfully dancing in the rain of laughter, a whimsical spirit twirling in the puddles of joy and lightheartedness. ",playful,2020-07-08 18:00:00, RainDancer , Facebook , #Playful #DanceInTheRain ,22.0,44.0, Canada ,2020,7,8,18,playfully dancing in the rain of laughter a whimsical spirit twirling in the puddles of joy and lightheartedness,
256,260," Soaring on the wings of a free spirit, unburdened by the chains of conformity, painting the sky with independence. ",free-spirited,2021-08-15 11:10:00, SkyPainter , Instagram , #FreeSpirit #PaintingTheSky ,20.0,40.0, India ,2021,8,15,11,soaring on the wings of a free spirit unburdened by the chains of conformity painting the sky with independence,
257,261," Bathed in the glow of inspiration, a creative phoenix rising from the ashes of ordinary thoughts to explore new realms. ",inspired,2019-10-25 16:50:00, PhoenixExplorer , Twitter , #Inspired #CreativePhoenix ,15.0,30.0, UK ,2019,10,25,16,bathed in the glow of inspiration a creative phoenix rising from the ashes of ordinary thoughts to explore new realms,
258,262," Navigating the sea of hope, sailing towards the sunrise of possibilities, confident in the ship of positive anticipation. ",hopeful,2023-10-05 07:30:00, SunriseNavigator , Facebook , #Hopeful #SunriseOfPossibilities ,12.0,24.0, USA ,2023,10,5,7,navigating the sea of hope sailing towards the sunrise of possibilities confident in the ship of positive anticipation,
259,263," Striding with confidence, footprints of self-assuredness imprinted on the sands of challenges conquered and victories claimed. ",confident,2022-02-15 13:15:00, SandStrider , Instagram , #Confident #FootprintsOfAssuredness ,25.0,50.0, Australia ,2022,2,15,13,striding with confidence footprints of self assuredness imprinted on the sands of challenges conquered and victories claimed,
260,264," Lost in the symphony of the night, a moonlit serenade that whispers tales of wanderlust and moonlit dreams. ",serenity,2021-05-08 22:00:00, NightSerenader , Twitter , #Serenity #MoonlitSerenade ,13.0,26.0, Canada ,2021,5,8,22,lost in the symphony of the night a moonlit serenade that whispers tales of wanderlust and moonlit dreams,
261,265," Unveiling the layers of curiosity, a labyrinth of questions leading to the treasure troves of undiscovered knowledge. ",curiosity,2020-11-29 14:45:00, KnowledgeSeeker , Instagram , #Curiosity #LabyrinthOfQuestions ,17.0,34.0, USA ,2020,11,29,14,unveiling the layers of curiosity a labyrinth of questions leading to the treasure troves of undiscovered knowledge,
262,266," In the embrace of the autumn breeze, leaves of ambivalence dancing in a waltz between choices and uncertainties. ",ambivalence,2019-09-14 10:20:00, BreezeWaltzer , Facebook , #Ambivalence #AutumnWaltz ,14.0,28.0, UK ,2019,9,14,10,in the embrace of the autumn breeze leaves of ambivalence dancing in a waltz between choices and uncertainties,
263,267," Gratitude as a guiding star, navigating the constellation of blessings in the vast universe of life's precious moments. ",grateful,2022-03-12 19:55:00, StarNavigator , Twitter , #Grateful #GuidingStar ,19.0,38.0, Australia ,2022,3,12,19,gratitude as a guiding star navigating the constellation of blessings in the vast universe of life s precious moments,
264,268," With a zestful heart, sprinting through fields of enthusiasm, chasing sunbeams and laughter in the meadows of joy. ",zest,2023-03-30 16:30:00, MeadowSprinter , Instagram , #Zest #FieldsOfEnthusiasm ,16.0,32.0, India ,2023,3,30,16,with a zestful heart sprinting through fields of enthusiasm chasing sunbeams and laughter in the meadows of joy,
265,269," A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ",compassionate,2021-07-01 12:10:00, RainNurturer , Facebook , #Compassionate #TearsOfEmpathy ,21.0,42.0, Canada ,2021,7,1,12,a compassionate rain tears of empathy falling gently nurturing the seeds of kindness in the garden of human connections,
266,270," Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ",proud,2020-01-05 08:45:00, PeakConqueror , Twitter , #Proud #ScalingPeaks ,23.0,46.0, USA ,2020,1,5,8,proudly scaling the peaks of achievement a mountaineer conquering challenges and planting the flag of success,
267,271," Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ",hopeful,2022-07-17 06:15:00, DawnGardener , Instagram , #Hopeful #SeedsOfOptimism ,14.0,28.0, UK ,2022,7,17,6,embraced by the hopeful dawn a gardener sowing seeds of optimism tending to the blooms of a brighter tomorrow,
268,272," A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ",playful,2018-08-22 17:20:00, CarnivalDreamer , Facebook , #Playful #CarnivalEscapade ,24.0,48.0, Australia ,2018,8,22,17,a playful escapade in the carnival of life carousel laughter and cotton candy dreams swirling in the joyous atmosphere,
269,273," Floating on clouds of inspiration, an artist painting the sky with strokes of creativity, creating a masterpiece of dreams. ",inspired,2021-12-08 14:30:00, SkyArtist , Twitter , #Inspired #CloudsOfCreativity ,18.0,36.0, India ,2021,12,8,14,floating on clouds of inspiration an artist painting the sky with strokes of creativity creating a masterpiece of dreams,
270,274," Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance. ",contentment,2019-04-27 09:50:00, RiverNavigator , Instagram , #Contentment #TranquilWaters ,20.0,40.0, Canada ,2019,4,27,9,navigating the river of contentment a serene boat cruise through the tranquil waters of inner peace and acceptance,
271,275," With empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care. ",empathetic,2023-09-03 21:40:00, LanternWanderer , Facebook , #Empathetic #LanternOfCompassion ,16.0,32.0, USA ,2023,9,3,21,with empathy as a lantern wandering through the dark alleys of sorrow illuminating the path with compassion and care,
272,276," A free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities. ",free-spirited,2020-06-10 10:05:00, DreamSoarer , Twitter , #FreeSpirit #WingsOfDreams ,22.0,44.0, UK ,2020,6,10,10,a free spirit soaring on the wings of dreams leaving trails of independence in the azure sky of boundless possibilities,
273,277," Bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart. ",grateful,2022-04-01 18:30:00, SunsetAdmirer , Instagram , #Grateful #GoldenHues ,19.0,38.0, Australia ,2022,4,1,18,bathed in the golden hues of gratefulness a sunset of appreciation casting its warm glow on the landscapes of the heart,
274,278," Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace. ",confident,2021-01-15 13:00:00, DanceStrider , Facebook , #Confident #DanceOfLife ,23.0,46.0, Canada ,2021,1,15,13,confident strides in the dance of life a ballroom where self assuredness leads twirling through challenges with grace,
275,279," Hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities. ",hopeful,2023-05-06 07:20:00, WindWhisperer , Twitter , #Hopeful #BrighterTomorrows ,15.0,30.0, India ,2023,5,6,7,hopeful whispers of wind carrying the promises of a brighter tomorrow a symphony of optimism in the air of possibilities,
276,280," Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air. ",playful,2019-11-18 15:15:00, JugglingArtist , Instagram , #Playful #JugglingResponsibilities ,25.0,50.0, USA ,2019,11,18,15,playfully juggling responsibilities a circus performer balancing the acts of work and joy tossing laughter into the air,
277,281," Whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination. ",inspired,2020-08-29 20:45:00, StarStoryteller , Facebook , #Inspired #TalesToTheStars ,14.0,28.0, UK ,2020,8,29,20,whispering tales of inspiration to the stars a storyteller crafting constellations from the threads of imagination,
278,282," Charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored. ",hopeful,2022-10-30 11:40:00, WaveNavigator , Twitter , #Hopeful #SailorOfDreams ,17.0,34.0, Australia ,2022,10,30,11,charting a course through the waves of hopeful anticipation a sailor steering towards the shores of dreams yet unexplored,
279,283," A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ",compassionate,2021-07-01 12:10:00, RainNurturer , Instagram , #Compassionate #TearsOfEmpathy ,21.0,42.0, Canada ,2021,7,1,12,a compassionate rain tears of empathy falling gently nurturing the seeds of kindness in the garden of human connections,
280,284," Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ",proud,2020-01-05 08:45:00, PeakConqueror , Twitter , #Proud #ScalingPeaks ,23.0,46.0, USA ,2020,1,5,8,proudly scaling the peaks of achievement a mountaineer conquering challenges and planting the flag of success,
281,285," Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ",hopeful,2022-07-17 06:15:00, DawnGardener , Instagram , #Hopeful #SeedsOfOptimism ,14.0,28.0, UK ,2022,7,17,6,embraced by the hopeful dawn a gardener sowing seeds of optimism tending to the blooms of a brighter tomorrow,
282,286," A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ",playful,2018-08-22 17:20:00, CarnivalDreamer , Facebook , #Playful #CarnivalEscapade ,24.0,48.0, Australia ,2018,8,22,17,a playful escapade in the carnival of life carousel laughter and cotton candy dreams swirling in the joyous atmosphere,
283,287," Floating on clouds of inspiration, an artist painting the sky with strokes of creativity, creating a masterpiece of dreams. ",inspired,2021-12-08 14:30:00, SkyArtist , Twitter , #Inspired #CloudsOfCreativity ,18.0,36.0, India ,2021,12,8,14,floating on clouds of inspiration an artist painting the sky with strokes of creativity creating a masterpiece of dreams,
284,288," Navigating the river of contentment, a serene boat cruise through the tranquil waters of inner peace and acceptance. ",contentment,2019-04-27 09:50:00, RiverNavigator , Instagram , #Contentment #TranquilWaters ,20.0,40.0, Canada ,2019,4,27,9,navigating the river of contentment a serene boat cruise through the tranquil waters of inner peace and acceptance,
285,289," With empathy as a lantern, wandering through the dark alleys of sorrow, illuminating the path with compassion and care. ",empathetic,2023-09-03 21:40:00, LanternWanderer , Facebook , #Empathetic #LanternOfCompassion ,16.0,32.0, USA ,2023,9,3,21,with empathy as a lantern wandering through the dark alleys of sorrow illuminating the path with compassion and care,
286,290," A free spirit soaring on the wings of dreams, leaving trails of independence in the azure sky of boundless possibilities. ",free-spirited,2020-06-10 10:05:00, DreamSoarer , Twitter , #FreeSpirit #WingsOfDreams ,22.0,44.0, UK ,2020,6,10,10,a free spirit soaring on the wings of dreams leaving trails of independence in the azure sky of boundless possibilities,
287,291," Bathed in the golden hues of gratefulness, a sunset of appreciation casting its warm glow on the landscapes of the heart. ",grateful,2022-04-01 18:30:00, SunsetAdmirer , Instagram , #Grateful #GoldenHues ,19.0,38.0, Australia ,2022,4,1,18,bathed in the golden hues of gratefulness a sunset of appreciation casting its warm glow on the landscapes of the heart,
288,292," Confident strides in the dance of life, a ballroom where self-assuredness leads, twirling through challenges with grace. ",confident,2021-01-15 13:00:00, DanceStrider , Facebook , #Confident #DanceOfLife ,23.0,46.0, Canada ,2021,1,15,13,confident strides in the dance of life a ballroom where self assuredness leads twirling through challenges with grace,
289,293," Hopeful whispers of wind, carrying the promises of a brighter tomorrow, a symphony of optimism in the air of possibilities. ",hopeful,2023-05-06 07:20:00, WindWhisperer , Twitter , #Hopeful #BrighterTomorrows ,15.0,30.0, India ,2023,5,6,7,hopeful whispers of wind carrying the promises of a brighter tomorrow a symphony of optimism in the air of possibilities,
290,294," Playfully juggling responsibilities, a circus performer balancing the acts of work and joy, tossing laughter into the air. ",playful,2019-11-18 15:15:00, JugglingArtist , Instagram , #Playful #JugglingResponsibilities ,25.0,50.0, USA ,2019,11,18,15,playfully juggling responsibilities a circus performer balancing the acts of work and joy tossing laughter into the air,
291,295," Whispering tales of inspiration to the stars, a storyteller crafting constellations from the threads of imagination. ",inspired,2020-08-29 20:45:00, StarStoryteller , Facebook , #Inspired #TalesToTheStars ,14.0,28.0, UK ,2020,8,29,20,whispering tales of inspiration to the stars a storyteller crafting constellations from the threads of imagination,
292,296," Charting a course through the waves of hopeful anticipation, a sailor steering towards the shores of dreams yet unexplored. ",hopeful,2022-10-30 11:40:00, WaveNavigator , Twitter , #Hopeful #SailorOfDreams ,17.0,34.0, Australia ,2022,10,30,11,charting a course through the waves of hopeful anticipation a sailor steering towards the shores of dreams yet unexplored,
293,297," A compassionate rain, tears of empathy falling gently, nurturing the seeds of kindness in the garden of human connections. ",compassionate,2021-07-01 12:10:00, RainNurturer , Instagram , #Compassionate #TearsOfEmpathy ,21.0,42.0, Canada ,2021,7,1,12,a compassionate rain tears of empathy falling gently nurturing the seeds of kindness in the garden of human connections,
294,298," Proudly scaling the peaks of achievement, a mountaineer conquering challenges and planting the flag of success. ",proud,2020-01-05 08:45:00, PeakConqueror , Twitter , #Proud #ScalingPeaks ,23.0,46.0, USA ,2020,1,5,8,proudly scaling the peaks of achievement a mountaineer conquering challenges and planting the flag of success,
295,299," Embraced by the hopeful dawn, a gardener sowing seeds of optimism, tending to the blooms of a brighter tomorrow. ",hopeful,2022-07-17 06:15:00, DawnGardener , Instagram , #Hopeful #SeedsOfOptimism ,14.0,28.0, India ,2022,7,17,6,embraced by the hopeful dawn a gardener sowing seeds of optimism tending to the blooms of a brighter tomorrow,
296,300," A playful escapade in the carnival of life, carousel laughter and cotton candy dreams swirling in the joyous atmosphere. ",playful,2018-08-22 17:20:00, CarnivalDreamer , Facebook , #Playful #CarnivalEscapade ,24.0,48.0, Australia ,2018,8,22,17,a playful escapade in the carnival of life carousel laughter and cotton candy dreams swirling in the joyous atmosphere,
297,301," Drowning in the abyss of despair, a heart shattered into fragments, lost in the echoing silence of hopelessness. ",despair,2021-09-15 16:00:00, ShatteredHeart , Instagram , #Despair #EchoingSilence ,8.0,16.0, Canada ,2021,9,15,16,drowning in the abyss of despair a heart shattered into fragments lost in the echoing silence of hopelessness,
298,302," Bitterness festering like a venomous vine, entwining the soul in a web of resentment, poisoning the garden of peace. ",bitterness,2019-03-08 14:20:00, VenomousSoul , Facebook , #Bitterness #ResentmentWeb ,12.0,24.0, UK ,2019,3,8,14,bitterness festering like a venomous vine entwining the soul in a web of resentment poisoning the garden of peace,
299,303," Wandering through the desert of loneliness, each step a heavy sigh, mirages of connection shimmering but never materializing. ",loneliness,2017-07-20 11:45:00, DesertWanderer , Twitter , #Loneliness #MiragesOfConnection ,15.0,30.0, USA ,2017,7,20,11,wandering through the desert of loneliness each step a heavy sigh mirages of connection shimmering but never materializing,
300,304," Yearning for a touch that's not there, echoes of a distant warmth haunting the heart in the cold embrace of solitude. ",yearning,2020-11-02 19:30:00, ColdEmbrace , Instagram , #Yearning #DistantWarmth ,10.0,20.0, Australia ,2020,11,2,19,yearning for a touch that s not there echoes of a distant warmth haunting the heart in the cold embrace of solitude,
301,305," Eyes wide open in the night, fearful shadows dancing on the walls, the mind a prisoner of imagined horrors. ",fearful,2022-05-12 02:00:00, NightPrisoner , Facebook , #Fearful #ImaginedHorrors ,18.0,36.0, India ,2022,5,12,2,eyes wide open in the night fearful shadows dancing on the walls the mind a prisoner of imagined horrors,
302,306," Apprehensive steps on the tightrope of uncertainty, a balancing act where the fall seems inevitable, anxiety a constant companion. ",apprehensive,2023-04-08 13:15:00, TightropeWalker , Twitter , #Apprehensive #BalancingAct ,14.0,28.0, UK ,2023,4,8,13,apprehensive steps on the tightrope of uncertainty a balancing act where the fall seems inevitable anxiety a constant companion,
303,307," Overwhelmed by the weight of the world, Atlas with trembling shoulders, each responsibility a boulder in the landscape of exhaustion. ",overwhelmed,2021-06-25 17:50:00, AtlasBearer , Instagram , #Overwhelmed #BouldersOfExhaustion ,22.0,44.0, Canada ,2021,6,25,17,overwhelmed by the weight of the world atlas with trembling shoulders each responsibility a boulder in the landscape of exhaustion,
304,308," Jealousy, a green-eyed monster, lurking in the shadows, casting a dark cloud over the sunshine of others' success. ",jealous,2019-08-30 10:10:00, GreenMonster , Facebook , #Jealous #GreenEyedMonster ,16.0,32.0, USA ,2019,8,30,10,jealousy a green eyed monster lurking in the shadows casting a dark cloud over the sunshine of others success,
305,309," Devastated by the storm of betrayal, the wreckage of trust scattered like debris, a heart torn by the winds of broken promises. ",devastated,2022-08-03 15:30:00, StormSurvivor , Twitter , #Devastated #WindsOfBrokenPromises ,25.0,50.0, Australia ,2022,8,3,15,devastated by the storm of betrayal the wreckage of trust scattered like debris a heart torn by the winds of broken promises,
306,310," Frustrated fingers tapping on the keyboard, a symphony of annoyance composing an unsolvable puzzle of unmet expectations. ",frustrated,2020-12-17 09:20:00, PuzzleComposer , Instagram , #Frustrated #UnsolvablePuzzle ,12.0,24.0, India ,2020,12,17,9,frustrated fingers tapping on the keyboard a symphony of annoyance composing an unsolvable puzzle of unmet expectations,
307,311," Envious eyes fixated on the gilded prize, a heartache fueled by the painful desire for possessions that seem forever out of reach. ",envious,2021-02-28 22:45:00, GildedHeartache , Facebook , #Envious #GildedPrize ,20.0,40.0, USA ,2021,2,28,22,envious eyes fixated on the gilded prize a heartache fueled by the painful desire for possessions that seem forever out of reach,
308,312," Dismissive glances, a fortress built with indifference, walls impenetrable to the pleas of understanding and recognition. ",dismissive,2018-05-10 14:00:00, IndifferentFort , Twitter , #Dismissive #ImpenetrableWalls ,14.0,28.0, UK ,2018,5,10,14,dismissive glances a fortress built with indifference walls impenetrable to the pleas of understanding and recognition,
309,313," Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration. ",frustrated,2022-01-07 11:10:00, DreamMosaic , Instagram , #Frustrated #MosaicOfDisappointment ,15.0,30.0, Canada ,2022,1,7,11,shattered dreams lie on the floor like fragments of glass a mosaic of disappointment crafted by the hands of frustration,
310,314," Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne. ",loneliness,2019-09-19 03:30:00, NocturnalEcho , Facebook , #Loneliness #SolitaryNocturne ,18.0,36.0, Australia ,2019,9,19,3,loneliness a silent companion in the night the only echo in the chamber of solitude a heart s solitary nocturne,
311,315," Fearful whispers in the dark, the mind haunted by the specter of the unknown, shadows dancing to the rhythm of anxiety's tune. ",fearful,2023-07-14 23:00:00, DarkWhispers , Twitter , #Fearful #SpecterOfTheUnknown ,13.0,26.0, UK ,2023,7,14,23,fearful whispers in the dark the mind haunted by the specter of the unknown shadows dancing to the rhythm of anxiety s tune,
312,316," Bitterness, a bitter aftertaste lingering on the tongue, each word a reminder of wounds that refuse to heal with the passing of time. ",bitterness,2020-04-05 16:20:00, LingeringTaste , Instagram , #Bitterness #BitterAftertaste ,10.0,20.0, India ,2020,4,5,16,bitterness a bitter aftertaste lingering on the tongue each word a reminder of wounds that refuse to heal with the passing of time,
313,317," Overwhelmed by the cacophony of expectations, a drowning soul in the tempest of pressure, struggling to stay afloat. ",overwhelmed,2021-11-29 08:45:00, TempestSurvivor , Facebook , #Overwhelmed #DrowningSoul ,20.0,40.0, USA ,2021,11,29,8,overwhelmed by the cacophony of expectations a drowning soul in the tempest of pressure struggling to stay afloat,
314,318," Jealousy, a venom that seeps through the veins, poisoning the heart and turning it into a breeding ground for discontent. ",jealous,2019-12-12 17:00:00, VenomousHeart , Twitter , #Jealous #HeartOfDiscontent ,16.0,32.0, Australia ,2019,12,12,17,jealousy a venom that seeps through the veins poisoning the heart and turning it into a breeding ground for discontent,
315,319," Devastated by the revelation of betrayal, the trust shattered like fragile glass, leaving shards of pain in its wake. ",devastated,2022-05-20 14:50:00, FragileTrust , Instagram , #Devastated #ShatteredTrust ,25.0,50.0, Canada ,2022,5,20,14,devastated by the revelation of betrayal the trust shattered like fragile glass leaving shards of pain in its wake,
316,320," Frustrated attempts to mend a broken connection, the threads of understanding slipping through the fingers like grains of sand. ",frustrated,2020-09-03 12:15:00, BrokenThreads , Facebook , #Frustrated #SlippingThreads ,14.0,28.0, UK ,2020,9,3,12,frustrated attempts to mend a broken connection the threads of understanding slipping through the fingers like grains of sand,
317,321," Envious gazes cast upon the podium of success, a bitter pill swallowed, the taste lingering as a constant reminder of unattained heights. ",envious,2021-02-10 19:30:00, SuccessPill , Twitter , #Envious #BitterPill ,20.0,40.0, USA ,2021,2,10,19,envious gazes cast upon the podium of success a bitter pill swallowed the taste lingering as a constant reminder of unattained heights,
318,322," Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ",dismissive,2018-08-18 14:40:00, CurtainShield , Instagram , #Dismissive #IndifferencePerformance ,12.0,24.0, Australia ,2018,8,18,14,dismissive gestures a curtain drawn to shield the vulnerability a stage where emotions take a backseat to the performance of indifference,
319,323," Despair like a heavy fog, enveloping every thought, blurring the path ahead, a journey in the labyrinth of utter hopelessness. ",despair,2022-02-28 21:00:00, FoggyLabyrinth , Facebook , #Despair #LabyrinthOfHopelessness ,8.0,16.0, Canada ,2022,2,28,21,despair like a heavy fog enveloping every thought blurring the path ahead a journey in the labyrinth of utter hopelessness,
320,324," Bitterness, a bitter chill in the air, freezing moments into icicles of resentment that dangle precariously over the landscape of memory. ",bitterness,2019-10-15 10:30:00, IcyResentment , Twitter , #Bitterness #IciclesOfResentment ,15.0,30.0, UK ,2019,10,15,10,bitterness a bitter chill in the air freezing moments into icicles of resentment that dangle precariously over the landscape of memory,
321,325," Loneliness, a solitary moon in a starless sky, casting a cold glow on the landscape of isolation, where echoes bounce in empty spaces. ",loneliness,2017-12-01 18:50:00, SolitaryMoon , Instagram , #Loneliness #StarlessSky ,18.0,36.0, USA ,2017,12,1,18,loneliness a solitary moon in a starless sky casting a cold glow on the landscape of isolation where echoes bounce in empty spaces,
322,326," Yearning for the warmth of a vanished sun, a heartache painted in the hues of a sunset that never graced the horizon. ",yearning,2020-04-18 16:15:00, VanishedSunset , Facebook , #Yearning #HuesOfSunset ,10.0,20.0, Australia ,2020,4,18,16,yearning for the warmth of a vanished sun a heartache painted in the hues of a sunset that never graced the horizon,
323,327," Fearful eyes scanning the shadows, a prisoner of the night, terrorized by the lurking monsters born from the mind's darkest corners. ",fearful,2023-01-07 03:30:00, NightPrisoner , Twitter , #Fearful #LurkingMonsters ,18.0,36.0, India ,2023,1,7,3,fearful eyes scanning the shadows a prisoner of the night terrorized by the lurking monsters born from the mind s darkest corners,
